District_Eng,No_Of_Victims_Shifted,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Panchmahals,111,0,32,8,19,7,6/30/2020 0:00
Panchmahals,162,0,73,1,33,12,6/30/2020 0:00
Panchmahals,288,3,45,19,12,18,6/30/2020 0:00
Panchmahals,167,1,65,7,21,8,6/30/2020 0:00
Panchmahals,74,0,40,1,9,4,6/30/2020 0:00
Panchmahals,161,2,93,4,13,11,6/30/2020 0:00
Panchmahals,141,2,48,2,7,11,6/30/2020 0:00
Panchmahals,219,2,66,6,33,12,6/30/2020 0:00
Panchmahals,77,1,22,2,22,6,6/30/2020 0:00
Panchmahals,141,1,69,9,27,7,6/30/2020 0:00
Panchmahals,146,1,59,5,29,24,6/30/2020 0:00
Panchmahals,181,1,80,7,28,13,6/30/2020 0:00
Patan,114,4,33,5,21,9,6/30/2020 0:00
Patan,121,1,65,3,11,17,6/30/2020 0:00
Patan,135,4,35,9,7,29,6/30/2020 0:00
Patan,113,3,91,1,3,6,6/30/2020 0:00
Patan,110,2,69,0,2,7,6/30/2020 0:00
Patan,141,1,111,1,4,12,6/30/2020 0:00
Patan,173,1,86,5,2,68,6/30/2020 0:00
Patan,202,2,172,4,7,6,6/30/2020 0:00
Patan,110,1,87,1,2,6,6/30/2020 0:00
Patan,115,0,87,3,9,4,6/30/2020 0:00
Patan,134,0,90,2,14,5,6/30/2020 0:00
Patan,147,1,104,3,6,20,6/30/2020 0:00
Patan,129,3,60,8,12,7,6/30/2020 0:00
Porbandar,114,8,41,2,10,24,6/30/2020 0:00
Porbandar,64,8,17,0,11,17,6/30/2020 0:00
Porbandar,90,9,37,3,7,13,6/30/2020 0:00
Porbandar,0,0,0,0,0,0,6/30/2020 0:00
Porbandar,114,12,54,3,16,8,6/30/2020 0:00
Porbandar,152,16,25,14,24,21,6/30/2020 0:00
Porbandar,169,16,36,7,29,35,6/30/2020 0:00
Porbandar,112,8,27,7,17,16,6/30/2020 0:00
Rajkot,121,5,53,6,14,15,6/30/2020 0:00
Rajkot,166,9,69,3,13,16,6/30/2020 0:00
Rajkot,87,10,28,3,12,12,6/30/2020 0:00
Rajkot,64,1,9,1,0,2,6/30/2020 0:00
Rajkot,141,4,77,3,14,9,6/30/2020 0:00
Rajkot,73,4,44,0,6,6,6/30/2020 0:00
Rajkot,32,1,15,1,0,3,6/30/2020 0:00
Rajkot,128,6,55,1,14,24,6/30/2020 0:00
Rajkot,169,13,53,4,17,16,6/30/2020 0:00
Rajkot,77,2,37,2,5,4,6/30/2020 0:00
Rajkot,151,4,83,2,10,18,6/30/2020 0:00
Rajkot,193,13,24,16,39,42,6/30/2020 0:00
Rajkot,65,2,39,2,4,7,6/30/2020 0:00
Rajkot,206,19,43,23,25,40,6/30/2020 0:00
Rajkot,200,8,50,12,34,45,6/30/2020 0:00
Rajkot,120,13,26,2,16,18,6/30/2020 0:00
Rajkot,218,17,43,12,36,40,6/30/2020 0:00
Rajkot,128,9,59,3,11,15,6/30/2020 0:00
Rajkot,106,7,9,7,16,28,6/30/2020 0:00
Rajkot,231,20,44,13,48,41,6/30/2020 0:00
Rajkot,196,15,36,10,26,48,6/30/2020 0:00
Rajkot,97,2,51,7,2,10,6/30/2020 0:00
Rajkot,155,18,14,15,23,33,6/30/2020 0:00
Rajkot,156,13,67,4,16,33,6/30/2020 0:00
Rajkot,138,8,82,3,10,9,6/30/2020 0:00
Sabarkantha,83,1,17,4,17,10,6/30/2020 0:00
Sabarkantha,69,4,15,2,10,12,6/30/2020 0:00
Sabarkantha,104,3,37,1,15,18,6/30/2020 0:00
Sabarkantha,61,4,12,6,10,10,6/30/2020 0:00
Sabarkantha,66,4,16,9,12,6,6/30/2020 0:00
Sabarkantha,215,3,134,6,18,25,6/30/2020 0:00
Sabarkantha,242,0,192,2,7,17,6/30/2020 0:00
Sabarkantha,179,0,142,2,10,12,6/30/2020 0:00
Sabarkantha,70,3,21,4,6,9,6/30/2020 0:00
Sabarkantha,86,2,37,4,8,10,6/30/2020 0:00
Sabarkantha,115,4,58,7,14,12,6/30/2020 0:00
Sabarkantha,77,0,22,8,16,5,6/30/2020 0:00
Surat,213,8,42,23,26,22,6/30/2020 0:00
Surat,173,3,59,5,7,28,6/30/2020 0:00
Surat,97,4,27,2,4,20,6/30/2020 0:00
Surat,93,1,25,1,5,10,6/30/2020 0:00
Surat,161,1,43,14,15,17,6/30/2020 0:00
Surat,120,4,28,3,14,26,6/30/2020 0:00
Surat,97,2,34,1,6,13,6/30/2020 0:00
Surat,49,1,14,1,3,9,6/30/2020 0:00
Surat,121,6,29,4,8,20,6/30/2020 0:00
Surat,124,4,40,2,6,17,6/30/2020 0:00
Surat,116,0,40,4,9,12,6/30/2020 0:00
Surat,114,2,51,3,9,16,6/30/2020 0:00
Surat,120,4,10,8,9,20,6/30/2020 0:00
Surat,165,7,50,7,19,16,6/30/2020 0:00
Surat,120,3,41,4,14,14,6/30/2020 0:00
Surat,185,8,19,32,29,32,6/30/2020 0:00
Surat,180,11,10,2,27,56,6/30/2020 0:00
Surat,241,11,26,30,31,53,6/30/2020 0:00
Surat,158,1,0,0,0,1,6/30/2020 0:00
Surat,171,2,47,11,23,28,6/30/2020 0:00
Surat,123,2,3,21,9,30,6/30/2020 0:00
Surat,177,2,47,23,24,22,6/30/2020 0:00
Surat,193,9,31,21,15,39,6/30/2020 0:00
Surat,111,1,12,4,10,36,6/30/2020 0:00
Surat,258,0,0,11,0,2,6/30/2020 0:00
Surat,267,0,1,1,2,2,6/30/2020 0:00
Surat,207,0,0,0,0,0,6/30/2020 0:00
Surat,233,4,52,17,24,63,6/30/2020 0:00
Surat,84,4,19,10,8,18,6/30/2020 0:00
Surat,189,1,0,11,1,3,6/30/2020 0:00
Surat,239,7,56,24,25,42,6/30/2020 0:00
Surat,93,3,16,5,6,15,6/30/2020 0:00
Surat,164,5,14,10,17,30,6/30/2020 0:00
Surat,104,0,9,20,10,18,6/30/2020 0:00
Surat,133,3,58,1,18,18,6/30/2020 0:00
Surat,193,5,26,17,23,39,6/30/2020 0:00
Surat,153,2,66,2,15,19,6/30/2020 0:00
Surat,107,8,29,1,8,14,6/30/2020 0:00
Surat,149,2,43,3,14,28,6/30/2020 0:00
Surendranagar,150,4,82,1,13,18,6/30/2020 0:00
Surendranagar,60,4,27,1,8,3,6/30/2020 0:00
Surendranagar,93,2,56,2,5,8,6/30/2020 0:00
Surendranagar,33,3,15,0,2,7,6/30/2020 0:00
Surendranagar,85,1,50,3,8,5,6/30/2020 0:00
Surendranagar,62,1,26,4,4,8,6/30/2020 0:00
Surendranagar,123,1,84,2,6,4,6/30/2020 0:00
Surendranagar,77,2,50,2,8,0,6/30/2020 0:00
Surendranagar,110,2,57,2,10,11,6/30/2020 0:00
Surendranagar,66,1,23,1,8,6,6/30/2020 0:00
Surendranagar,41,4,20,0,8,0,6/30/2020 0:00
Surendranagar,81,0,59,1,4,4,6/30/2020 0:00
Surendranagar,104,2,67,3,7,11,6/30/2020 0:00
Surendranagar,130,0,73,1,22,10,6/30/2020 0:00
Surendranagar,200,4,90,6,15,23,6/30/2020 0:00
Surendranagar,145,4,100,4,8,5,6/30/2020 0:00
Tapi,75,0,22,4,13,11,6/30/2020 0:00
Tapi,43,0,13,0,4,9,6/30/2020 0:00
Tapi,55,1,11,3,3,11,6/30/2020 0:00
Tapi,182,1,53,6,11,25,6/30/2020 0:00
Tapi,178,3,34,6,11,23,6/30/2020 0:00
Tapi,132,2,36,5,7,24,6/30/2020 0:00
Tapi,102,4,32,3,4,14,6/30/2020 0:00
Tapi,118,3,44,0,10,15,6/30/2020 0:00
Tapi,118,3,36,10,5,18,6/30/2020 0:00
Tapi,106,1,24,3,11,21,6/30/2020 0:00
Tapi,172,8,45,6,13,19,6/30/2020 0:00
Tapi,185,7,39,13,14,30,6/30/2020 0:00
The Dangs,191,1,58,2,18,17,6/30/2020 0:00
The Dangs,145,6,62,1,7,17,6/30/2020 0:00
The Dangs,163,9,46,4,10,23,6/30/2020 0:00
The Dangs,175,4,63,2,7,37,6/30/2020 0:00
The Dangs,186,5,81,2,19,22,6/30/2020 0:00
The Dangs,119,1,38,1,5,21,6/30/2020 0:00
The Dangs,56,1,18,0,5,12,6/30/2020 0:00
Vadodara,130,1,61,7,13,15,6/30/2020 0:00
Vadodara,117,2,68,2,10,11,6/30/2020 0:00
Vadodara,121,1,61,9,10,10,6/30/2020 0:00
Vadodara,57,2,36,0,9,2,6/30/2020 0:00
Vadodara,131,4,68,6,9,11,6/30/2020 0:00
Vadodara,141,2,70,2,14,15,6/30/2020 0:00
Vadodara,145,7,60,13,6,24,6/30/2020 0:00
Vadodara,85,3,28,3,2,10,6/30/2020 0:00
Vadodara,88,4,36,7,17,4,6/30/2020 0:00
Vadodara,124,2,49,5,22,17,6/30/2020 0:00
Vadodara,94,1,42,3,12,15,6/30/2020 0:00
Vadodara,62,2,15,2,6,12,6/30/2020 0:00
Vadodara,76,0,1,5,0,6,6/30/2020 0:00
Vadodara,157,4,33,11,23,31,6/30/2020 0:00
Vadodara,75,0,6,3,15,25,6/30/2020 0:00
Vadodara,138,2,21,14,12,54,6/30/2020 0:00
Vadodara,128,2,46,5,10,22,6/30/2020 0:00
Vadodara,156,3,30,11,25,44,6/30/2020 0:00
Vadodara,108,6,22,5,16,22,6/30/2020 0:00
Vadodara,123,6,16,15,17,44,6/30/2020 0:00
Vadodara,185,8,34,21,25,42,6/30/2020 0:00
Vadodara,58,1,16,0,8,12,6/30/2020 0:00
Vadodara,128,1,63,5,19,8,6/30/2020 0:00
Vadodara,127,14,13,15,14,16,6/30/2020 0:00
Vadodara,82,0,0,0,0,0,6/30/2020 0:00
Vadodara,141,5,37,10,21,28,6/30/2020 0:00
Vadodara,90,1,41,6,10,6,6/30/2020 0:00
Vadodara,121,3,75,1,8,7,6/30/2020 0:00
Valsad,15,0,0,0,0,0,6/30/2020 0:00
Valsad,165,4,61,4,10,16,6/30/2020 0:00
Valsad,153,1,49,2,18,20,6/30/2020 0:00
Valsad,143,2,48,2,8,10,6/30/2020 0:00
Valsad,162,3,56,4,14,22,6/30/2020 0:00
Valsad,124,2,62,1,6,11,6/30/2020 0:00
Valsad,57,0,33,0,7,6,6/30/2020 0:00
Valsad,141,0,70,1,11,17,6/30/2020 0:00
Valsad,121,3,55,3,8,10,6/30/2020 0:00
Valsad,63,1,13,4,10,8,6/30/2020 0:00
Valsad,127,0,35,3,17,15,6/30/2020 0:00
Valsad,110,1,50,0,11,6,6/30/2020 0:00
Valsad,131,1,57,1,10,9,6/30/2020 0:00
Valsad,140,1,25,13,16,34,6/30/2020 0:00
Valsad,88,0,1,5,0,3,6/30/2020 0:00
Valsad,192,5,71,8,14,31,6/30/2020 0:00
Valsad,162,5,47,7,20,34,6/30/2020 0:00
Valsad,121,3,48,12,10,9,6/30/2020 0:00
Valsad,113,4,16,4,20,21,6/30/2020 0:00
Valsad,108,3,19,9,11,16,6/30/2020 0:00
Valsad,43,0,0,1,0,5,6/30/2020 0:00
Ahmedabad,131,16,21,11,19,25,7/31/2020 0:00
Ahmedabad,141,13,12,13,24,24,7/31/2020 0:00
Ahmedabad,170,13,23,16,18,33,7/31/2020 0:00
Ahmedabad,158,10,15,13,33,42,7/31/2020 0:00
Ahmedabad,162,10,19,19,18,36,7/31/2020 0:00
Ahmedabad,88,7,7,5,14,25,7/31/2020 0:00
Ahmedabad,176,19,24,17,26,42,7/31/2020 0:00
Ahmedabad,192,1,0,1,1,1,7/31/2020 0:00
Ahmedabad,178,9,31,22,23,40,7/31/2020 0:00
Ahmedabad,148,1,1,4,0,1,7/31/2020 0:00
Ahmedabad,220,0,0,0,0,2,7/31/2020 0:00
Ahmedabad,192,0,0,0,0,0,7/31/2020 0:00
Ahmedabad,159,0,0,1,0,3,7/31/2020 0:00
Ahmedabad,148,0,0,1,0,13,7/31/2020 0:00
Ahmedabad,152,0,0,19,0,1,7/31/2020 0:00
Ahmedabad,205,22,38,21,18,48,7/31/2020 0:00
Ahmedabad,73,6,12,8,9,16,7/31/2020 0:00
Ahmedabad,165,0,0,15,0,0,7/31/2020 0:00
Ahmedabad,199,28,21,23,32,40,7/31/2020 0:00
Ahmedabad,152,8,17,23,13,29,7/31/2020 0:00
Ahmedabad,132,16,10,10,17,29,7/31/2020 0:00
Ahmedabad,338,0,0,1,0,6,7/31/2020 0:00
Ahmedabad,117,8,24,8,15,16,7/31/2020 0:00
Ahmedabad,160,15,9,21,15,34,7/31/2020 0:00
Ahmedabad,163,0,0,2,0,1,7/31/2020 0:00
Ahmedabad,111,11,5,13,18,14,7/31/2020 0:00
Ahmedabad,191,16,30,16,25,38,7/31/2020 0:00
Ahmedabad,131,0,0,12,0,2,7/31/2020 0:00
Ahmedabad,199,25,28,29,34,39,7/31/2020 0:00
Ahmedabad,82,4,12,4,5,26,7/31/2020 0:00
Ahmedabad,231,16,41,12,35,51,7/31/2020 0:00
Ahmedabad,137,6,27,8,17,27,7/31/2020 0:00
Ahmedabad,292,0,1,0,0,0,7/31/2020 0:00
Ahmedabad,256,0,0,0,0,3,7/31/2020 0:00
Ahmedabad,217,15,42,9,29,35,7/31/2020 0:00
Ahmedabad,177,10,20,27,28,35,7/31/2020 0:00
Ahmedabad,166,7,24,11,24,36,7/31/2020 0:00
Ahmedabad,192,8,36,16,25,26,7/31/2020 0:00
Ahmedabad,188,11,42,14,20,31,7/31/2020 0:00
Ahmedabad,232,1,0,0,0,0,7/31/2020 0:00
Ahmedabad,74,4,7,4,10,26,7/31/2020 0:00
Ahmedabad,186,16,19,18,31,35,7/31/2020 0:00
Ahmedabad,188,10,28,16,20,31,7/31/2020 0:00
Ahmedabad,230,0,0,7,0,2,7/31/2020 0:00
Ahmedabad,134,3,12,12,22,36,7/31/2020 0:00
Ahmedabad,127,0,1,5,2,5,7/31/2020 0:00
Ahmedabad,183,11,29,15,26,35,7/31/2020 0:00
Ahmedabad,92,9,5,12,12,26,7/31/2020 0:00
Ahmedabad,247,0,0,2,0,1,7/31/2020 0:00
Ahmedabad,92,7,12,4,13,28,7/31/2020 0:00
Ahmedabad,144,0,2,8,0,3,7/31/2020 0:00
Ahmedabad,193,13,33,25,25,29,7/31/2020 0:00
Ahmedabad,184,20,15,35,32,34,7/31/2020 0:00
Ahmedabad,145,0,0,1,0,1,7/31/2020 0:00
Ahmedabad,196,13,21,10,33,55,7/31/2020 0:00
Ahmedabad,169,7,18,23,12,43,7/31/2020 0:00
Ahmedabad,164,7,47,11,25,25,7/31/2020 0:00
Ahmedabad,169,14,32,6,27,22,7/31/2020 0:00
Ahmedabad,206,17,23,31,32,38,7/31/2020 0:00
Ahmedabad,99,3,40,6,6,8,7/31/2020 0:00
Ahmedabad,119,4,50,2,5,6,7/31/2020 0:00
Ahmedabad,95,1,29,5,13,4,7/31/2020 0:00
Ahmedabad,249,0,0,10,0,2,7/31/2020 0:00
Ahmedabad,125,6,29,4,11,26,7/31/2020 0:00
Ahmedabad,89,2,46,2,4,3,7/31/2020 0:00
Ahmedabad,99,2,53,4,7,10,7/31/2020 0:00
Ahmedabad,77,2,31,4,0,4,7/31/2020 0:00
Ahmedabad,69,3,39,2,6,1,7/31/2020 0:00
Ahmedabad,119,3,51,2,4,18,7/31/2020 0:00
Ahmedabad,94,1,57,2,5,1,7/31/2020 0:00
Ahmedabad,82,1,42,3,2,6,7/31/2020 0:00
Ahmedabad,126,3,47,9,3,11,7/31/2020 0:00
Ahmedabad,94,1,40,2,8,12,7/31/2020 0:00
Ahmedabad,85,1,28,0,6,13,7/31/2020 0:00
Amreli,112,3,23,10,8,23,7/31/2020 0:00
Amreli,134,5,64,4,10,6,7/31/2020 0:00
Amreli,209,9,53,6,19,21,7/31/2020 0:00
Amreli,174,6,104,2,6,7,7/31/2020 0:00
Amreli,122,9,51,4,9,9,7/31/2020 0:00
Amreli,120,5,45,4,5,25,7/31/2020 0:00
Amreli,165,8,86,5,7,12,7/31/2020 0:00
Amreli,102,2,64,1,5,6,7/31/2020 0:00
Amreli,147,10,83,1,12,6,7/31/2020 0:00
Amreli,68,1,42,0,4,3,7/31/2020 0:00
Amreli,130,4,62,5,0,11,7/31/2020 0:00
Amreli,95,5,39,5,4,13,7/31/2020 0:00
Amreli,133,4,52,2,7,12,7/31/2020 0:00
Amreli,147,10,45,5,9,11,7/31/2020 0:00
Amreli,110,3,48,3,7,13,7/31/2020 0:00
Amreli,94,0,64,1,10,3,7/31/2020 0:00
Amreli,137,3,75,9,7,6,7/31/2020 0:00
Amreli,122,8,50,6,12,13,7/31/2020 0:00
Amreli,210,8,93,13,8,11,7/31/2020 0:00
Amreli,81,1,52,0,2,6,7/31/2020 0:00
Anand,234,3,4,11,1,11,7/31/2020 0:00
Anand,192,6,24,11,13,28,7/31/2020 0:00
Anand,118,1,46,5,11,10,7/31/2020 0:00
Anand,151,2,54,5,13,19,7/31/2020 0:00
Anand,164,6,33,7,12,8,7/31/2020 0:00
Anand,101,4,44,3,9,6,7/31/2020 0:00
Anand,129,3,45,10,14,11,7/31/2020 0:00
Anand,161,4,87,10,8,9,7/31/2020 0:00
Anand,106,5,55,5,11,6,7/31/2020 0:00
Anand,106,3,41,4,11,7,7/31/2020 0:00
Anand,113,3,51,3,8,5,7/31/2020 0:00
Anand,162,5,48,7,10,23,7/31/2020 0:00
Anand,132,1,54,9,4,16,7/31/2020 0:00
Anand,96,4,64,2,6,7,7/31/2020 0:00
Anand,167,4,89,10,6,14,7/31/2020 0:00
Anand,56,0,0,2,0,0,7/31/2020 0:00
Aravalli,114,5,54,4,7,6,7/31/2020 0:00
Aravalli,105,1,69,3,7,4,7/31/2020 0:00
Aravalli,87,0,21,0,16,15,7/31/2020 0:00
Aravalli,95,2,33,3,15,3,7/31/2020 0:00
Aravalli,102,4,50,4,9,6,7/31/2020 0:00
Aravalli,126,4,58,0,10,9,7/31/2020 0:00
Aravalli,153,5,84,1,17,9,7/31/2020 0:00
Aravalli,116,2,63,4,14,9,7/31/2020 0:00
Aravalli,30,0,0,1,0,0,7/31/2020 0:00
Banaskantha,154,0,108,10,5,3,7/31/2020 0:00
Banaskantha,231,1,193,1,5,2,7/31/2020 0:00
Banaskantha,180,0,150,3,2,2,7/31/2020 0:00
Banaskantha,228,1,182,4,4,18,7/31/2020 0:00
Banaskantha,221,2,170,2,8,8,7/31/2020 0:00
Banaskantha,144,0,124,1,5,4,7/31/2020 0:00
Banaskantha,139,1,96,2,5,14,7/31/2020 0:00
Banaskantha,185,0,158,1,0,4,7/31/2020 0:00
Banaskantha,181,2,112,7,20,5,7/31/2020 0:00
Banaskantha,175,1,143,0,9,5,7/31/2020 0:00
Banaskantha,237,0,196,1,9,11,7/31/2020 0:00
Banaskantha,186,0,165,2,4,3,7/31/2020 0:00
Banaskantha,160,1,102,3,25,3,7/31/2020 0:00
Banaskantha,165,0,126,4,5,7,7/31/2020 0:00
Banaskantha,132,2,98,5,3,3,7/31/2020 0:00
Banaskantha,117,1,92,0,1,5,7/31/2020 0:00
Banaskantha,143,5,48,12,11,13,7/31/2020 0:00
Banaskantha,160,0,139,0,6,5,7/31/2020 0:00
Banaskantha,108,2,77,0,7,7,7/31/2020 0:00
Banaskantha,251,0,231,3,5,1,7/31/2020 0:00
Banaskantha,197,3,147,0,15,3,7/31/2020 0:00
Banaskantha,199,1,162,2,6,5,7/31/2020 0:00
Banaskantha,182,1,131,4,7,10,7/31/2020 0:00
Banaskantha,184,0,143,1,9,1,7/31/2020 0:00
Bharuch,107,1,71,5,6,5,7/31/2020 0:00
Bharuch,224,1,59,14,9,22,7/31/2020 0:00
Bharuch,182,0,50,19,13,21,7/31/2020 0:00
Bharuch,125,0,12,4,2,6,7/31/2020 0:00
Bharuch,173,1,9,5,3,14,7/31/2020 0:00
Bharuch,197,6,37,13,14,39,7/31/2020 0:00
Bharuch,122,2,56,2,2,22,7/31/2020 0:00
Bharuch,145,3,55,5,0,7,7/31/2020 0:00
Bharuch,115,0,78,3,3,3,7/31/2020 0:00
Bharuch,150,1,72,4,11,16,7/31/2020 0:00
Bharuch,131,0,53,2,9,13,7/31/2020 0:00
Bharuch,130,3,62,5,6,12,7/31/2020 0:00
Bharuch,183,2,79,5,11,20,7/31/2020 0:00
Bharuch,91,0,46,1,10,5,7/31/2020 0:00
Bharuch,105,1,14,5,1,5,7/31/2020 0:00
Bharuch,143,1,57,5,11,18,7/31/2020 0:00
Bhavnagar,181,7,9,10,15,14,7/31/2020 0:00
Bhavnagar,266,17,14,8,24,20,7/31/2020 0:00
Bhavnagar,216,18,37,7,16,19,7/31/2020 0:00
Bhavnagar,230,12,11,7,34,16,7/31/2020 0:00
Bhavnagar,91,4,17,5,6,4,7/31/2020 0:00
Bhavnagar,363,19,16,22,40,32,7/31/2020 0:00
Bhavnagar,260,12,21,18,27,26,7/31/2020 0:00
Bhavnagar,113,6,59,5,8,2,7/31/2020 0:00
Bhavnagar,89,12,27,5,9,8,7/31/2020 0:00
Bhavnagar,105,8,41,2,8,8,7/31/2020 0:00
Bhavnagar,128,5,76,3,11,7,7/31/2020 0:00
Bhavnagar,117,5,73,2,6,7,7/31/2020 0:00
Bhavnagar,131,9,82,3,4,10,7/31/2020 0:00
Bhavnagar,179,5,107,5,14,9,7/31/2020 0:00
Bhavnagar,137,4,72,4,5,8,7/31/2020 0:00
Bhavnagar,141,4,78,5,12,10,7/31/2020 0:00
Bhavnagar,138,7,49,5,14,6,7/31/2020 0:00
Bhavnagar,148,6,44,8,5,16,7/31/2020 0:00
Bhavnagar,87,3,51,3,6,9,7/31/2020 0:00
Bhavnagar,69,5,33,3,5,5,7/31/2020 0:00
Bhavnagar,100,2,53,1,7,6,7/31/2020 0:00
Bhavnagar,137,2,63,8,2,5,7/31/2020 0:00
Botad,163,6,108,4,5,7,7/31/2020 0:00
Botad,198,6,63,7,13,15,7/31/2020 0:00
Botad,133,3,82,3,10,6,7/31/2020 0:00
Botad,89,1,32,2,7,5,7/31/2020 0:00
Botad,132,4,59,4,14,4,7/31/2020 0:00
Botad,153,2,96,4,4,7,7/31/2020 0:00
Botad,118,5,69,6,3,3,7/31/2020 0:00
Chhotaudepur,219,0,104,12,14,20,7/31/2020 0:00
Chhotaudepur,75,2,33,3,3,6,7/31/2020 0:00
Chhotaudepur,194,2,96,7,12,8,7/31/2020 0:00
Chhotaudepur,62,1,32,0,6,4,7/31/2020 0:00
Chhotaudepur,170,2,93,2,13,7,7/31/2020 0:00
Chhotaudepur,127,1,85,4,7,7,7/31/2020 0:00
Chhotaudepur,230,2,132,5,10,15,7/31/2020 0:00
Chhotaudepur,163,3,105,4,4,10,7/31/2020 0:00
Chhotaudepur,88,3,56,1,2,5,7/31/2020 0:00
Chhotaudepur,148,2,94,5,8,10,7/31/2020 0:00
Chhotaudepur,120,4,73,3,9,5,7/31/2020 0:00
Chhotaudepur,84,1,52,2,5,6,7/31/2020 0:00
Chhotaudepur,138,4,71,6,9,5,7/31/2020 0:00
Chhotaudepur,197,3,108,6,10,9,7/31/2020 0:00
Chhotaudepur,118,2,72,3,10,4,7/31/2020 0:00
Dahod,215,1,142,2,7,28,7/31/2020 0:00
Dahod,225,0,153,6,12,18,7/31/2020 0:00
Dahod,249,2,115,9,22,11,7/31/2020 0:00
Dahod,239,5,116,20,20,13,7/31/2020 0:00
Dahod,200,3,154,1,11,10,7/31/2020 0:00
Dahod,214,1,125,12,20,12,7/31/2020 0:00
Dahod,160,3,79,4,15,10,7/31/2020 0:00
Dahod,138,1,80,1,16,26,7/31/2020 0:00
Dahod,63,0,31,1,5,11,7/31/2020 0:00
Dahod,172,0,101,4,19,18,7/31/2020 0:00
Dahod,62,0,41,3,1,4,7/31/2020 0:00
Dahod,220,1,154,2,15,14,7/31/2020 0:00
Dahod,197,1,127,3,16,17,7/31/2020 0:00
Dahod,228,2,152,13,7,16,7/31/2020 0:00
Dahod,177,2,122,5,5,8,7/31/2020 0:00
Dahod,61,1,36,2,3,7,7/31/2020 0:00
Dahod,226,1,135,11,5,4,7/31/2020 0:00
Dahod,150,0,108,4,7,12,7/31/2020 0:00
Dahod,262,4,143,9,16,13,7/31/2020 0:00
Dahod,163,2,92,12,11,23,7/31/2020 0:00
Dahod,165,1,118,4,4,6,7/31/2020 0:00
Dahod,218,2,154,0,7,17,7/31/2020 0:00
Dahod,60,0,30,1,9,7,7/31/2020 0:00
Dahod,194,1,106,5,24,25,7/31/2020 0:00
Dahod,132,1,68,0,6,23,7/31/2020 0:00
Dahod,113,4,58,0,7,16,7/31/2020 0:00
Devbhumi-Dwarka,98,4,51,2,9,10,7/31/2020 0:00
Devbhumi-Dwarka,30,0,15,0,3,2,7/31/2020 0:00
Devbhumi-Dwarka,82,8,41,6,6,6,7/31/2020 0:00
Devbhumi-Dwarka,98,6,55,3,4,3,7/31/2020 0:00
Devbhumi-Dwarka,144,2,63,6,17,17,7/31/2020 0:00
Devbhumi-Dwarka,3,0,0,0,3,0,7/31/2020 0:00
Devbhumi-Dwarka,150,7,59,3,11,23,7/31/2020 0:00
Devbhumi-Dwarka,155,7,69,11,6,19,7/31/2020 0:00
Devbhumi-Dwarka,134,9,59,4,13,6,7/31/2020 0:00
Gandhinagar,85,1,57,1,5,4,7/31/2020 0:00
Gandhinagar,136,4,51,6,8,20,7/31/2020 0:00
Gandhinagar,113,1,46,4,6,7,7/31/2020 0:00
Gandhinagar,141,3,16,9,14,14,7/31/2020 0:00
Gandhinagar,139,2,53,11,7,8,7/31/2020 0:00
Gandhinagar,159,5,21,15,11,27,7/31/2020 0:00
Gandhinagar,151,3,15,15,9,19,7/31/2020 0:00
Gandhinagar,201,0,0,0,0,1,7/31/2020 0:00
Gandhinagar,106,3,9,10,12,15,7/31/2020 0:00
Gandhinagar,187,8,23,12,10,22,7/31/2020 0:00
Gandhinagar,73,1,23,6,4,9,7/31/2020 0:00
Gandhinagar,115,6,19,12,17,9,7/31/2020 0:00
Gir Somnath,118,8,71,2,9,5,7/31/2020 0:00
Gir Somnath,112,13,48,3,15,0,7/31/2020 0:00
Gir Somnath,122,9,30,5,10,9,7/31/2020 0:00
Gir Somnath,92,4,32,2,8,7,7/31/2020 0:00
Gir Somnath,102,6,54,5,6,5,7/31/2020 0:00
Gir Somnath,89,4,51,2,5,9,7/31/2020 0:00
Gir Somnath,125,11,67,4,11,3,7/31/2020 0:00
Gir Somnath,114,5,74,3,9,6,7/31/2020 0:00
Gir Somnath,82,0,45,1,7,2,7/31/2020 0:00
Gir Somnath,150,5,100,4,10,10,7/31/2020 0:00
Gir Somnath,197,6,99,14,20,8,7/31/2020 0:00
Gir Somnath,84,1,34,6,4,4,7/31/2020 0:00
Jamnagar,122,0,64,4,4,11,7/31/2020 0:00
Jamnagar,41,1,12,1,2,7,7/31/2020 0:00
Jamnagar,128,6,63,2,10,13,7/31/2020 0:00
Jamnagar,43,0,23,2,4,3,7/31/2020 0:00
Jamnagar,119,3,36,3,4,17,7/31/2020 0:00
Jamnagar,169,15,53,7,15,19,7/31/2020 0:00
Jamnagar,131,13,29,9,7,36,7/31/2020 0:00
Jamnagar,264,29,59,17,38,40,7/31/2020 0:00
Jamnagar,235,16,40,17,40,41,7/31/2020 0:00
Jamnagar,129,5,72,5,7,11,7/31/2020 0:00
Jamnagar,191,9,44,18,21,40,7/31/2020 0:00
Jamnagar,127,7,59,10,11,15,7/31/2020 0:00
Jamnagar,44,0,26,2,1,5,7/31/2020 0:00
Jamnagar,167,6,109,4,1,16,7/31/2020 0:00
Jamnagar,119,4,67,2,5,13,7/31/2020 0:00
Junagadh,118,5,46,3,9,18,7/31/2020 0:00
Junagadh,59,4,12,2,6,6,7/31/2020 0:00
Junagadh,261,20,27,14,20,36,7/31/2020 0:00
